n_cyanos,co2,light,SucRatio,Nsample,a,mu,tau,a0
8, 58.52884280936455, 0.5551843913043478, 0.0802675585284281, 12670, 110.74976151777851, 85.31368504349045, 2.237325562264564, 0.9999999999999999
416, 79.93331103678929, 0.6187294782608697, 0.68561872909699, 8054, 2.3352376243518305, 3.376563446493045, 0.34594070314941827, 0.9999999999999999
155, 40.1343779264214, 0.6588632173913044, 0.9565217391304348, 9861, 2.259132259377143, 3.118788818956719, 0.359134034525388, 0.9999999999999999
563, 39.131043478260864, 0.946488347826087, 0.6789297658862876, 4009, 0.7778674060065368, 1.7132701753422874, 0.07867937616742839, 0.9700924538333344
727, 4.014337792642141, 0.36789360869565213, 0.8729096989966555, 15195, 0.017881810867283177, 4.263655544033444, 0.045049548255890214, 0.9999998949874644
12, 5.017672240802676, 0.06020160869565217, 0.49498327759197325, 8531, 7.00546156776247, 6.790899207514676, 0.8531285478293246, 0.9999999999999999
753, 97.3244414715719, 0.22742552173913042, 0.431438127090301, 10052, 2.2932253459582483, 3.534189840155027, 0.3272149346469521, 0.9999999999999999
466, 8.362120401337792, 0.03679026086956522, 0.8394648829431438, 16317, 0.19395939944859664, 1.8052934860518528, 0.0611971579118573, 0.9970411888176083
38, 8.362120401337792, 0.3244153913043478, 0.45819397993311034, 18996, 3.8444658701695835, 4.709318090762146, 0.5010420741566731, 0.9999999999999999
884, 35.452150501672236, 0.08026847826086957, 0.3277591973244147, 6452, 0.742834108894507, 1.6549593613116709, 0.05132432698974078, 0.9496347321918407
316, 29.766588628762538, 0.7056859130434783, 0.7090301003344481, 16910, 1.0985132035873468, 2.0808063069550236, 0.1757526505384935, 0.9999999999999999
102, 62.207735785953176, 0.6421408260869566, 0.862876254180602, 3416, 6.092995903295087, 5.666925464867672, 0.6975729433589902, 0.9999999999999999
122, 95.65221739130435, 0.14715804347826086, 0.6387959866220736, 9017, 10.82982725123656, 9.249637622966391, 0.8820048275508232, 0.9999999999999999
590, 84.28109364548494, 0.6053515652173913, 0.8729096989966555, 17170, 1.3768564887571844, 2.2970365632978798, 0.2200416495364649, 0.9999999999999999
48, 91.97332441471572, 0.876254304347826, 0.9665551839464883, 7439, 17.707640046512807, 12.839246296320226, 1.320645718130135, 0.9999999999999999
506, 70.90330100334448, 0.13043565217391304, 0.5484949832775919, 13812, 2.103779592451301, 3.341123424861939, 0.3122853862905375, 0.9999999999999999
232, 24.081026755852843, 0.6187294782608697, 0.7090301003344481, 18154, 1.1340088899624843, 2.2044156433938062, 0.20195178688818471, 0.9999999999999999
486, 74.58219397993311, 0.6856190434782609, 0.3277591973244147, 4419, 3.308310946417683, 4.299742128677231, 0.4076478753644356, 0.9999999999999999
296, 95.65221739130435, 0.7324417391304348, 0.06688963210702341, 3596, 13.80598972500612, 12.677042525704552, 0.9376705422333665, 0.9999999999999999
212, 73.57885953177257, 0.9732441739130435, 0.42474916387959866, 3088, 6.386756505647968, 6.540915886570527, 0.6573287360443079, 0.9999999999999999
603, 10.703234113712373, 0.8227426521739131, 0.7190635451505016, 5276, 0.23775620637448808, 2.038645231940475, 0.04693851453907605, 0.9861316957666826
1000, 90.30110033444817, 0.538462, 0.46822742474916385, 19723, 1.5486879819150003, 2.638201401133179, 0.21388295225134515, 0.9999999999999999
646, 15.71990635451505, 0.7391306956521738, 0.9130434782608696, 4428, 0.2382118808100017, 1.7105463610020295, 0.050933279863645424, 0.9893576735432532
493, 33.44548160535117, 0.585284695652174, 0.5150501672240803, 16968, 0.9545354834786461, 1.9330666231415974, 0.10704688390884053, 0.9848849878847629
182, 44.48216053511705, 0.6254184347826087, 0.0033444816053511705, 3518, 13.412641536794938, 12.607596110372958, 0.9044400077246428, 0.9999999999999999
419, 27.091030100334446, 0.5451509565217391, 0.7826086956521738, 9805, 0.6495323471520108, 1.6738655895871692, 0.03852108469858561, 0.9543996866232991
870, 61.873290969899664, 0.4180607826086956, 0.033444816053511704, 6328, 3.3073023616444788, 4.579768879061826, 0.3663474009125019, 0.9999999999999999
777, 0.001, 0.5585288695652174, 0.9163879598662208, 3746, 3.7660557585160405e-06, 0.0005388970357334977, 7.147835274023348e-06, 0.9999962340857175
576, 81.27109030100334, 0.8829432608695652, 0.0903010033444816, 13611, 5.592223153578826, 6.413522584179678, 0.5294269122298937, 0.9999999999999999
88, 76.92330769230769, 0.7391306956521738, 0.8695652173913043, 13765, 8.928721599501177, 7.5458423127263305, 0.8851144897192876, 0.9999999999999999
593, 76.25441806020066, 0.9030101304347826, 0.39464882943143814, 542, 2.427711424840188, 3.651482094951748, 0.32889599965606875, 0.9999999999999999
740, 38.79659866220736, 0.8193981739130435, 0.37792642140468224, 17218, 0.9178382270538264, 2.0552136257194538, 0.14018948506859372, 0.9999999999999999
252, 48.495498327759194, 0.6321073913043479, 0.6655518394648829, 7839, 2.390004944021061, 3.4455972176527463, 0.34298319128310817, 0.9999999999999999
199, 82.60886956521739, 0.6321073913043479, 0.8494983277591973, 1223, 4.415237278728728, 4.600774055962783, 0.5238538743951038, 0.9999999999999999
322, 15.385461538461538, 0.5919736521739131, 0.06354515050167224, 1775, 2.0101570739117114, 3.599650908330062, 0.2825180345718116, 0.9999999999999999
539, 36.12104013377926, 0.6421408260869566, 0.8963210702341138, 8232, 0.5597368132552935, 1.5268345225132627, 0.07945903246754515, 0.9821122030476036
693, 33.44548160535117, 0.4280942173913043, 0.34448160535117056, 4899, 0.9036080830599784, 1.9370238742736168, 0.12177192500834295, 0.9999999999999999
837, 65.8866287625418, 0.3846159999999999, 0.29765886287625415, 19137, 1.8347629019096754, 3.191903148534136, 0.2634186142979892, 0.9999999999999999
536, 7.024341137123745, 0.36454913043478254, 0.34782608695652173, 2175, 0.2558675238878319, 1.8982266064703142, 0.06193987328297378, 0.9941524145570935
623, 17.392130434782608, 0.32107091304347823, 0.5953177257525084, 6526, 0.35510608346275274, 1.6974086063389515, 0.050533102460677236, 0.9787940623462099
543, 29.432143812709025, 0.1906362608695652, 0.9498327759197325, 15328, 0.39828045901157594, 1.4283491188272963, 0.07875421891296239, 0.9829878714827631
42, 77.2577525083612, 0.7926423478260869, 0.34782608695652173, 6209, 39.4246401727345, 30.23911220302632, 1.651948309235333, 0.9999999999999999
860, 82.27442474916388, 0.6321073913043479, 0.03678929765886287, 1284, 4.620273755863681, 5.702457539591623, 0.4659753659773083, 0.9999999999999999
717, 93.64554849498329, 0.6153850000000001, 0.2909698996655518, 14803, 2.9734637183281247, 4.1026887575125786, 0.36395915230385584, 0.9999999999999999
12, 24.749916387959868, 0.4515055652173912, 0.6254180602006689, 14530, 29.367034639108166, 21.70131316001785, 1.5322327240096896, 0.9999999999999999
947, 70.90330100334448, 0.8996656521739131, 0.36454849498327757, 2770, 1.4969198110070085, 2.7568068132395975, 0.21876383580075867, 0.9999999999999999
78, 91.97332441471572, 0.25752582608695646, 0.3377926421404682, 2675, 25.783483546711043, 20.706666360647315, 1.3505285662172122, 0.9999999999999999
603, 76.58886287625417, 0.15050252173913045, 0.08361204013377926, 16901, 5.1359662360343, 6.074232209540613, 0.5206893767470865, 0.9999999999999999
807, 84.94998327759197, 0.585284695652174, 0.18729096989966554, 18259, 3.080799283849244, 4.282532613901867, 0.3682052468554717, 0.9999999999999999
696, 86.95665217391304, 0.4180607826086956, 0.6956521739130435, 5405, 1.5294121358495307, 2.5367864871234054, 0.22050151548345281, 0.9999999999999999
964, 61.873290969899664, 0.307693, 0.020066889632107024, 15209, 3.176805748441811, 4.465184169447825, 0.36658100545481875, 0.9999999999999999
549, 74.58219397993311, 0.7424751739130434, 0.9933110367892977, 2543, 1.1005929448999667, 1.8698764760682345, 0.16302116858773089, 0.9999999999999999
593, 54.5155050167224, 0.7157193478260869, 0.06354515050167224, 13943, 3.946560981358679, 5.124888837876708, 0.4429676701234642, 0.9999999999999999
392, 32.44214715719063, 0.21070313043478262, 0.13377926421404682, 2318, 2.68987892893016, 4.037311224836914, 0.3335300772831767, 0.9999999999999999
219, 85.28442809364549, 0.5217396086956522, 0.23076923076923075, 11533, 10.607150160831903, 9.966308370750458, 0.8380931952023453, 0.9999999999999999
239, 14.382127090301001, 0.39799391304347825, 0.5652173913043478, 2375, 0.8412214696142862, 1.7166218547437735, 0.016741174392792355, 0.9120944468981124
646, 79.59886622073577, 0.053512652173913045, 0.1471571906354515, 2945, 4.146379086734975, 5.115457135855247, 0.4548306913013622, 0.9999999999999999
793, 62.207735785953176, 0.23745895652173912, 0.4013377926421405, 13155, 1.5151310149412043, 2.79637289819666, 0.23519169684476343, 0.9999999999999999
503, 99.6655551839465, 0.4180607826086956, 0.12040133779264214, 13883, 7.144250712245046, 7.503868833988202, 0.6460048093902107, 0.9999999999999999
823, 43.478826086956516, 0.668896652173913, 0.5050167224080268, 18677, 0.7800930721652116, 1.7633346333667348, 0.060871496132095734, 0.9576262371308647
837, 88.29443143812709, 0.15719147826086957, 0.47157190635451507, 2304, 1.8192542275893013, 3.0624901391914565, 0.2716508057427821, 0.9999999999999999
149, 82.60886956521739, 0.7491641304347826, 0.07357859531772575, 9441, 23.33825540424214, 19.957173896350717, 1.2087707210326246, 0.9999999999999999
242, 0.6698896321070233, 0.876254304347826, 0.939799331103679, 15495, 3.7660557585160405e-06, 0.0005388970357334977, 7.147835274023348e-06, 0.9999962340857175
205, 6.689896321070234, 0.27759269565217387, 0.4214046822742475, 18475, 0.47338291722277975, 1.5080610183733134, 0.0762354433714383, 0.9852343784614577
78, 83.27775919732441, 0.14046908695652172, 0.9698996655518395, 19918, 9.881528703675155, 7.938131691771082, 0.9434756647024027, 0.9999999999999999
810, 31.10436789297659, 0.5484954347826086, 0.3277591973244147, 1572, 0.7310987713365452, 1.696929849384, 0.034225447980479565, 0.9381791910202102
132, 22.074357859531773, 0.26087030434782604, 0.5418060200668896, 4836, 2.4253083901889334, 3.5648138057854784, 0.33434381296165755, 0.9999999999999999
787, 78.92997658862876, 0.14046908695652172, 0.5484949832775919, 6423, 1.5381810242986773, 2.6496596529990137, 0.23260050412437652, 0.9999999999999999
102, 26.422140468227425, 0.49498378260869563, 0.3745819397993311, 353, 5.405644353111362, 5.916199127365808, 0.5406706886450977, 0.9999999999999999
306, 73.91330434782608, 0.5919736521739131, 0.35785953177257523, 12967, 4.993554538208337, 5.58005990161625, 0.5409355596155448, 0.9999999999999999
793, 98.99666555183947, 0.5183951304347826, 0.8561872909698997, 16779, 1.199770314373715, 2.098912161050984, 0.20115403299483925, 0.9999999999999999
259, 15.051016722408027, 0.39799391304347825, 0.8093645484949833, 12739, 0.5394228999775337, 1.7425385244903773, 0.09552825592241063, 0.9973402528803671
650, 54.18106020066889, 0.37123808695652166, 0.23411371237458192, 3212, 2.1593875342175908, 3.7127773964509063, 0.29563646034664154, 0.9999999999999999
914, 28.09436454849498, 0.9331104347826087, 0.1705685618729097, 16795, 0.8109171576584174, 1.9942557186165424, 0.11078714538771463, 0.9999999999999999
456, 38.79659866220736, 0.9397993913043479, 0.23411371237458192, 10266, 2.1829106509986596, 3.55382889159969, 0.2858617853155226, 0.9999999999999999
897, 94.98332775919732, 0.9832776086956522, 0.6789297658862876, 18255, 1.351781825760291, 2.3431728397074334, 0.1924079877922125, 0.9999999999999999
399, 21.73991304347826, 0.8862877391304348, 0.0903010033444816, 3008, 2.048428071745864, 3.658109654016936, 0.2715453185489082, 0.9999999999999999
189, 44.816605351170566, 0.22742552173913042, 0.9498327759197325, 3840, 2.090985782933564, 3.049257039396635, 0.33512602717224926, 0.9999999999999999
48, 56.187729096989955, 0.9698996956521739, 0.882943143812709, 78, 11.845288637419804, 9.361753883264276, 1.0462790781073608, 0.9999999999999999
516, 62.8766254180602, 0.18060282608695652, 0.5117056856187291, 9262, 1.8961775939852425, 3.132162665659271, 0.27714896722448373, 0.9999999999999999
703, 70.56885618729096, 0.846154, 0.6755852842809364, 17689, 1.2096122897132433, 2.109493444200139, 0.16775494117314216, 0.9999999999999999
349, 67.22440802675585, 0.49498378260869563, 0.43478260869565216, 15031, 3.520564449250991, 4.364816968027755, 0.44247071963002127, 0.9999999999999999
463, 59.532177257525085, 0.25752582608695646, 0.7591973244147157, 4372, 1.391490392474322, 2.3784192174129375, 0.22434079870162113, 0.9999999999999999
877, 49.16438795986622, 0.9866220869565218, 0.23745819397993312, 7158, 1.518306745935303, 2.804871303621953, 0.19732835881266045, 0.9999999999999999
272, 24.749916387959868, 0.5919736521739131, 0.0, 10958, 5.00310360098285, 6.033340891304637, 0.4847359684824959, 0.9999999999999999
78, 28.428809364548492, 0.4448166086956521, 0.785953177257525, 2403, 4.092488411651951, 4.452029227966098, 0.5310172224901669, 0.9999999999999999
633, 12.04101337792642, 0.21739208695652174, 0.8060200668896321, 6739, 0.22130254229863247, 1.7847738682736614, 0.049603615687118144, 0.9919828607745488
860, 32.10770234113712, 0.13043565217391304, 0.5384615384615384, 1281, 0.5577930347029957, 1.7052934520075649, 0.01944324052806488, 0.942277857867327
436, 40.803267558528425, 0.8729098260869566, 0.9732441471571907, 3085, 0.6711897335531027, 1.3720446830140103, 0.05106438764357806, 0.9596929549091627
610, 61.20440133779264, 0.9698996956521739, 0.5551839464882943, 8937, 1.4924717888225292, 2.582483687593565, 0.23125026197443033, 0.9999999999999999
740, 53.846615384615376, 0.4849503478260869, 0.34782608695652173, 10018, 1.5628493591397083, 2.8609050196645525, 0.22313331721457627, 0.9999999999999999
696, 10.368789297658862, 0.07023504347826086, 0.1806020066889632, 7325, 0.4050230183665218, 1.8122636263130514, 0.057089311863625404, 0.9858282902997244
249, 38.12770903010033, 0.6722411304347826, 0.7692307692307692, 631, 1.7840448111707274, 2.8221457746175176, 0.2406717045366657, 0.9999999999999999
523, 29.766588628762538, 0.12709117391304348, 0.44816053511705684, 6097, 0.8817065470913983, 1.8657534858114735, 0.11309879080874839, 0.9999999999999897
466, 20.067688963210703, 0.4214052608695652, 0.3712374581939799, 11442, 0.7963697787024141, 1.8170596938218069, 0.07313164111030784, 0.9656108060945775
372, 54.84994983277591, 0.7023414347826087, 0.9130434782608696, 5365, 1.3554463220401258, 2.2545117525696288, 0.2304022770504097, 0.9999999999999999
8, 90.96998996655519, 0.5250840869565218, 0.8093645484949833, 17246, 62.456119765355986, 41.577739515763454, 2.0391049991482886, 0.9999999999999999
149, 24.081026755852843, 0.14046908695652172, 0.9698996655518395, 17817, 1.3159193579109638, 2.252247574717428, 0.2335241380871397, 0.9999999999999999
559, 88.29443143812709, 0.5886291739130436, 0.7826086956521738, 12660, 1.7360371420004623, 2.760224651432145, 0.2750330600690605, 0.9999999999999999
747, 51.171056856187285, 0.9297659565217392, 0.9030100334448161, 2831, 0.5633268147980457, 1.5808646123871715, 0.08070942373417794, 0.9789317962634652
596, 73.91330434782608, 0.3478267391304347, 0.6220735785953178, 15699, 1.69035037792611, 2.805260728305644, 0.24686330855834132, 0.9999999999999999
446, 21.071023411371236, 0.6053515652173913, 0.8093645484949833, 9719, 0.46457136438020624, 1.5752576166529164, 0.03336033066899231, 0.965983709898284
810, 21.40546822742475, 0.6220739565217391, 0.26421404682274247, 10074, 0.62405896783596, 1.8847465107011379, 0.015737146733383132, 0.9365141726124102
102, 49.83327759197324, 0.284281652173913, 0.9832775919732442, 9415, 4.4347468215414, 4.498634706009058, 0.5676244349200957, 0.9999999999999999
787, 12.04101337792642, 0.16722491304347825, 0.18394648829431437, 12896, 0.473925478064534, 1.8321327653149138, 0.01898698926957109, 0.9556055896949638
566, 95.31777257525084, 0.12040221739130434, 0.7826086956521738, 13077, 1.847180978102162, 2.9627287128029685, 0.301331839828459, 0.9999999999999999
329, 50.50216722408026, 0.33110434782608694, 0.9531772575250836, 9779, 1.414075286078849, 2.31187432823227, 0.23847299672237696, 0.9999999999999999
262, 20.402133779264215, 0.4581945217391304, 0.06020066889632107, 12477, 3.36432232038787, 4.5542688640905595, 0.386374832916169, 0.9999999999999999
209, 96.9899966555184, 0.06020160869565217, 0.11705685618729096, 17112, 17.12609061594493, 14.966702258249581, 1.0482998299830666, 0.9999999999999999
853, 36.78992976588628, 0.9866220869565218, 0.16387959866220736, 12843, 1.3299361851352336, 2.6258349822364515, 0.18581256944952806, 0.9999999999999999
760, 4.348782608695652, 0.33110434782608694, 0.862876254180602, 7492, 0.018421145111638143, 5.17517364056964, 0.04567273123503335, 0.9999999075704233
830, 49.16438795986622, 0.8595319130434782, 0.6421404682274248, 8286, 0.7077155480577233, 1.6477664637347247, 0.04107899100635883, 0.9466323282117439
910, 63.87995986622073, 0.8127092173913044, 0.43478260869565216, 2216, 1.2741677906061153, 2.3966286321032113, 0.19072948268697992, 0.9999999999999999
703, 10.03434448160535, 0.3411377826086956, 0.4882943143812709, 15926, 0.24040663538102053, 1.940969620289517, 0.056076456364689116, 0.9928947494073617
810, 21.40546822742475, 0.6220739565217391, 0.765886287625418, 10075, 0.2992604726343077, 1.6890289950853754, 0.04088145381295055, 0.9797749186344301
840, 5.6865618729096985, 0.043479217391304344, 0.8963210702341138, 11920, 0.04193088029954596, 1.7748853016972366, 0.04180374103306039, 0.9997364861399777
924, 48.829943143812706, 0.4080273478260869, 0.5183946488294314, 19232, 0.7382855282015, 1.7750698148493886, 0.10504905435195747, 0.9999999999999954
990, 14.716571906354512, 0.5317730434782608, 0.46822742474916385, 1445, 0.22543534389541503, 1.9308594746374572, 0.06406975983254512, 0.9957903591331326
994, 70.56885618729096, 0.04682369565217391, 0.0, 12697, 3.925717081265303, 5.066228484375665, 0.4339943612308933, 0.9999999999999999
309, 63.87995986622073, 0.7023414347826087, 0.35785953177257523, 10395, 4.371664404030837, 5.145440715039005, 0.49467703365675175, 0.9999999999999999
279, 98.32777591973245, 0.8060202608695652, 0.7725752508361203, 11892, 4.034941008776629, 4.390049105491692, 0.5085568958980006, 0.9999999999999999
272, 9.69989966555184, 0.24414791304347827, 0.7591973244147157, 19030, 0.48541819377277595, 1.764340098911076, 2.7515143251165844e-10, 0.9263868359583416
980, 70.90330100334448, 0.1906362608695652, 0.6588628762541806, 4952, 0.8219503585245258, 1.7142693541308793, 0.09915894708759743, 0.9864408981215776
406, 69.56552173913043, 0.8528429565217391, 0.6588628762541806, 14903, 2.161100620427641, 3.3719513208583254, 0.3238460565828491, 0.9999999999999999
493, 73.91330434782608, 0.6421408260869566, 0.10367892976588629, 16654, 5.693426186744938, 6.51786111961211, 0.5526279638471249, 0.9999999999999999
990, 2.3421137123745814, 0.33110434782608694, 0.6789297658862876, 9741, 3.7660557585160405e-06, 0.0005388970357334977, 7.147835274023348e-06, 0.9999962340857175
